Path,File category,Production / QA / Data / Backup / Documentation,Size,SHA-256,Last modified,Generated by,Required at runtime,Safe for GitHub,Notes
"qa/automation/test-images/Otto_Cycle.png","Unknown","QA",2088,a7c40e30040359cf232e1bcff4e8015bb24e97635f85e89657f91e5c39b2425a,"2026-07-25T18:02:41.706Z","Human","Yes","Yes",""
"qa/automation/test-images/PID_Response.png","Unknown","QA",2168,40ad9698f38541812e6eae6912bf8714d282805294b7f4fee3c10a6047bac7f7,"2026-07-25T18:02:41.747Z","Human","Yes","Yes",""
"qa/automation/test-images/Pump_Curve.png","Unknown","QA",2060,f5d1de16dcfdd01784458b7d5f4700d5bd6bc4a720fa6df333966e613f10f4e4,"2026-07-25T18:02:41.714Z","Human","Yes","Yes",""
"qa/automation/test-images/S-N_Curve.png","Unknown","QA",2008,62a801942f408604021a02711f2fc8d8d8935fc25b15b9eea024d133d6dbabf2,"2026-07-25T18:02:41.703Z","Human","Yes","Yes",""
"qa/automation/test-images/Stress-Strain.png","Unknown","QA",2215,4d715aae6b806c6a1810716e95b12ca66c0855e08e799d45940855d2fa82f8bb,"2026-07-25T18:02:41.698Z","Human","Yes","Yes",""
"qa/automation/test-images/Turning.png","Unknown","QA",1877,afe3553c10b0d451a0ad3104c65b13b968c81ec593ee7861624480a67a5398ee,"2026-07-25T18:02:41.732Z","Human","Yes","Yes",""
"qa/automation/test-images/Vapor_Compression.png","Unknown","QA",2465,98cf76bc90650f8d93d84031e4637a355bdcce1b60bd1424220a50e3f98a90fb,"2026-07-25T18:02:41.710Z","Human","Yes","Yes",""
"qa/automation/test-results/.last-run.json","Unknown","QA",45,91d1c43004802cd49950d78eb11c8fa7d05da8ffffe219a8b13b2f561bc00903,"2026-07-25T17:49:56.834Z","Human","Yes","Yes",""
"qa/automation/weird_elements.json","Unknown","QA",10963,ba1b762b04a89d684cd6e018b07d9b8b730fc87ece1cea14e6945a4f2796bd35,"2026-07-25T21:44:17.050Z","Human","Yes","Yes",""
"qa/evidence/baseline/copy-verification.json","Unknown","QA",979,db58ab55e57a5a890f5563f4dd257b13357f604ee07af8772962f9e0829dedc6,"2026-07-24T21:57:19.603Z","Human","Yes","Yes",""
"qa/evidence/baseline/external-shared-inventory.json","Unknown","QA",2383,ca619ac7434a8a537391ed55bf90cf7c140bea56ca69f4cf48e080b396a42011,"2026-07-24T22:17:21.459Z","Human","Yes","Yes",""
"qa/evidence/baseline/external-shared-state-active.json","Unknown","QA",846087,648647f78f8cf293a7ca44b168a4e63737816cb0c0481629367b1b1c8dadefd7,"2026-07-24T18:29:23.597Z","Human","Yes","Yes",""
"qa/evidence/baseline/external-shared-state-previous.json","Unknown","QA",79852,d6097871d73bbb1f1c68c985aa41d1664a050a9a1633092245b4635342451ce6,"2026-07-24T13:37:13.470Z","Human","Yes","Yes",""
"qa/evidence/baseline/file-list.txt","Unknown","QA",2963,77dbd01a7934fe9393a36f8ea1e0bd0f18b4c4aa10330c3766167064a1fb8ea7,"2026-07-24T21:57:08.709Z","Human","Yes","Yes",""
"qa/evidence/baseline/inventory.json","Unknown","QA",330,d62f2ad2c47c557564349a3032744a22d2ff395c60df3f76c4c3ce43705c164a,"2026-07-24T21:57:08.695Z","Human","Yes","Yes",""
"qa/evidence/commands/critical-regression-20260724T222035302Z.log","Unknown","QA",3010,991f05643cfe7501e58559fd576edaf8cf3bba27a6fc685f8529a5ba1ad891c3,"2026-07-24T22:21:34.595Z","Human","Yes","Yes",""
"qa/evidence/commands/generate-image-fixtures.log","Unknown","QA",1162,85a83cecbc94a6b5ad866a4f3df503297e777eb39f29bc7bceb981eb8ddeb487,"2026-07-24T22:00:19.643Z","Human","Yes","Yes",""
"qa/evidence/commands/phase0-preserve.log","Unknown","QA",318,8c3d284a67d917ffa829283d03e77511a6b4bac90b2b6341f1a3123d81214457,"2026-07-24T21:57:19.668Z","Human","Yes","Yes",""
"qa/evidence/commands/render-qa-plan-docx.log","Unknown","QA",4498,40bb1766657058cfc5aab613a113dc6b93e88ea6257fa0033ec58e72282dece9,"2026-07-24T21:57:27.585Z","Human","Yes","Yes",""
"qa/evidence/commands/shared-api-qa.log","Unknown","QA",576,44e194a16b125724129f4f4843d4b6bc1a4c6686265590a052b07a8fe962d568,"2026-07-24T22:01:27.901Z","Human","Yes","Yes",""
"qa/evidence/commands/static-audit.log","Unknown","QA",1766,c42f864cea9fa2856d1e0ab440b2bc3d8f5f82f3ff4c58e16d8dd07eaba05010,"2026-07-24T22:19:25.893Z","Human","Yes","Yes",""
"qa/evidence/hashes/baseline-sha256.csv","Unknown","QA",9467,bd02a25e8be817e7e52e6ae37696075dbc316b558a1cd77954bf96b7ad6d4f16,"2026-07-24T21:57:08.612Z","Human","Yes","Yes",""
"qa/evidence/hashes/baseline-sha256.txt","Unknown","QA",6923,091348d33ed1dd97b547103b5b0cb4300775439e5a39feff9dd9c4432dd41566,"2026-07-24T21:57:08.634Z","Human","Yes","Yes",""
"qa/evidence/logs/browser-core-results.json","Unknown","QA",14196,3d5f9f899c26f027d1403a803f5ae2a0e8caf164a57f418201d31416700bd3d6,"2026-07-24T22:16:15.047Z","Human","Yes","Yes",""
"qa/evidence/logs/browser-critical-results.json","Unknown","QA",13864,e737e94ae105a03135f1bff7ea187f2b53149b73d10a4c2774d5cc3dfbe141e9,"2026-07-24T22:20:59.121Z","Human","Yes","Yes",""
"qa/evidence/logs/browser-image-results.json","Unknown","QA",8530,941e5781b1dbe98c645132a126bb7f251116ec45d6229b74d6934d80e5bf27e7,"2026-07-24T22:14:24.222Z","Human","Yes","Yes",""
"qa/evidence/logs/browser-qa-results.json","Unknown","QA",13864,e737e94ae105a03135f1bff7ea187f2b53149b73d10a4c2774d5cc3dfbe141e9,"2026-07-24T22:20:59.121Z","Human","Yes","Yes",""
"qa/evidence/logs/critical-browser-server-20260724T222035302Z.err.log","Unknown","QA",0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,"2026-07-24T22:20:39.538Z","Human","Yes","Yes",""
"qa/evidence/logs/critical-browser-server-20260724T222035302Z.out.log","Unknown","QA",320,c6742f618353db27a6dd2e4790a1a03b9716cc323e6d6b42d1e1eb7bfa26d69b,"2026-07-24T22:20:40.171Z","Human","Yes","Yes",""
"qa/evidence/logs/critical-regression-results.json","Unknown","QA",2556,3887c6b7ca3c9eb0993711f1a0ce36e562710cff236023a2e323f9c16e358bc6,"2026-07-24T22:21:34.585Z","Human","Yes","Yes",""
"qa/evidence/logs/shared-api-results.json","Unknown","QA",7793,68489f9fed67bc4a3ccdfafeeefb95482afb6035559c48541122fc521ddc3e5e,"2026-07-24T22:20:38.006Z","Human","Yes","Yes",""
"qa/evidence/logs/static-audit.json","Unknown","QA",3573,be79c2085027b9a4b0e21f1f39122aaf1d6fc290cd1aaf833e7de501ead2fd8e,"2026-07-24T22:20:35.985Z","Human","Yes","Yes",""
"qa/evidence/logs/test-matrix-summary.json","Unknown","QA",281,79ab56d5bc31560dccb3b8e78feba80cfced221b16588e7a5a93da61185febc2,"2026-07-25T17:10:07.731Z","Human","Yes","Yes",""
"qa/evidence/logs/ux-edge-cases.json","Unknown","QA",7202,7c50042a111f64433ae1acdf00fa3463e40b7430357a53cf5cc69b2adce52ba4,"2026-07-24T22:21:04.819Z","Human","Yes","Yes",""
"qa/evidence/performance/browser-performance.json","Unknown","QA",45,ff490445ecd3dcd1125211f05c98f0ef73cda163dd0ff35a1f59dbdc918f09f6,"2026-07-24T22:20:59.120Z","Human","Yes","Yes",""
"qa/evidence/performance/image-capacity-api.json","Unknown","QA",2853,bde845284c8c45a9f627d20e13c15244905ffea12467d565b54e2c140763219b,"2026-07-24T22:21:33.066Z","Human","Yes","Yes",""
"qa/evidence/recovery/browser-full-admin-backup.json","Unknown","QA",32836,d40bd4cbdda8a71328c3514295e3f07724501f8fa83603b32618216f0fc1380a,"2026-07-24T22:20:51.102Z","Human","Yes","Yes",""
"qa/evidence/screenshots/content-admin.png","Unknown","QA",578108,db4367d7a3790c83481776f794311e61880c6f664cf2b6daa8f749498f3af3ae,"2026-07-24T22:20:49.532Z","Human","Yes","Yes",""
"qa/evidence/screenshots/desktop-home.png","Unknown","QA",595697,bc946061f2933603e965613de0d6975ae90c3d0c52914770320c4be00b86f48c,"2026-07-24T22:20:46.380Z","Human","Yes","Yes",""
"qa/evidence/screenshots/desktop-term-modal.png","Unknown","QA",564175,b96e6142ffb423a7193e14431b125b156f3570cefe9c02d3952249690f0eb6c3,"2026-07-24T22:20:48.231Z","Human","Yes","Yes",""
"qa/evidence/screenshots/mobile-390.png","Unknown","QA",650296,e2bf4c4b59954b7bff6793d7ea5ee58856818c7abbc288a952cb17f6a6c3ed9e,"2026-07-24T22:20:55.912Z","Human","Yes","Yes",""
"qa/evidence/screenshots/restore-second-context.png","Unknown","QA",129675,d35411092fbbcd97fb8045791ec77aed2a0479e2f46e97337854df9363762f00,"2026-07-24T22:20:54.577Z","Human","Yes","Yes",""
"qa/evidence/screenshots/security-direct-super-bypass.png","Unknown","QA",436566,3510e009c8c2e7fd3b2d3fc3ca7806553c31629f613e621108a957029c0de9fb,"2026-07-24T22:20:59.097Z","Human","Yes","Yes",""
"qa/evidence/screenshots/super-admin.png","Unknown","QA",701409,cf78621648dcfba31214aa890aea8e32b33b5cb4fd6ef343e4dd155cc61d7f8a,"2026-07-24T22:20:50.365Z","Human","Yes","Yes",""
"qa/evidence/screenshots/unsaved-change-closed.png","Unknown","QA",595769,c6983c98991cd3787a235b47b0a92b7784b6465e0c7206fa8b2d5166f6cc82a4,"2026-07-24T22:21:03.751Z","Human","Yes","Yes",""
"qa/MechLex_Gemini_Post_Remediation_Deep_QA_v3.docx","Unknown","QA",55218,eecc789f4e42cd5058ba67d69fb3c3346ef11173a31adb2ad510711eb65ecc68,"2026-07-25T10:32:14.749Z","Human","Yes","Yes",""
"qa/MechLex_Gemini_Post_Remediation_Deep_QA_v3.md","Unknown","QA",43174,5d1f51e407e0b3d99c748f70ffc98472ad98dd11d11b7263ebc3aa7392043d99,"2026-07-25T10:31:55.993Z","Human","Yes","Yes",""
"qa/MechLex_Gemini_Post_Remediation_Deep_QA_v3.txt","Unknown","QA",43174,5d1f51e407e0b3d99c748f70ffc98472ad98dd11d11b7263ebc3aa7392043d99,"2026-07-25T10:31:49.436Z","Human","Yes","Yes",""
"qa/patches/PATCH_REGISTER.md","Unknown","QA",325,3a666acf87ff469e1879a0e67f319d4453247538b651f334b3150cca25977634,"2026-07-24T22:24:19.507Z","Human","Yes","Yes",""
"qa/QA_TEST_MATRIX.csv","Unknown","QA",27482,16577ae6ebf590c7df713822b26187b753f968bba5c29207ce9d745c95de6d4e,"2026-07-25T17:10:07.672Z","Human","Yes","Yes",""
"qa/reports/BACKUP_AND_RECOVERY.md","Unknown","QA",1163,5a5e65c733fc6ce6c5d120684ad4a94a860958f6e8acd6d045ab53428f10703b,"2026-07-24T22:28:51.222Z","Human","Yes","Yes",""
"qa/reports/CONCURRENCY_AND_SYNC.md","Unknown","QA",895,00358a53e225b50837f05ad0f5261759e7d4447032600af2ee4cac133817f79b,"2026-07-24T22:28:51.220Z","Human","Yes","Yes",""
"qa/reports/ENVIRONMENT_MATRIX.md","Unknown","QA",785,0d9833b88d2923890ede1a33b5ad66d3a5caa2df4d493c1e73888bc15f36b613,"2026-07-24T22:28:51.215Z","Human","Yes","Yes",""
"qa/reports/EVIDENCE_INDEX.md","Unknown","QA",950,9d51c6562fc71e9fc6d86b26a73eceb2581ecbda74b8bea8a16942905c3f7625,"2026-07-24T22:28:51.226Z","Human","Yes","Yes",""
"qa/reports/EXECUTIVE_SUMMARY_EN.md","Unknown","QA",778,a5a7edc979b8cd10665bb37c57cbf61f7aa2e770b9409df8e21ffc11083ed080,"2026-07-24T22:28:51.204Z","Human","Yes","Yes",""
"qa/reports/EXECUTIVE_SUMMARY_HE.md","Unknown","QA",914,ded1da201e1c35ae22716e5a85a1a82f5146636b5b175766680e4dfe12a315de,"2026-07-24T22:28:51.202Z","Human","Yes","Yes",""
"qa/reports/PERFORMANCE_AND_CAPACITY.md","Unknown","QA",800,251ce1330e8348df3666b8116a06bc51fe887f92561fdcf9b5a1bb18f3588b8b,"2026-07-24T22:28:51.217Z","Human","Yes","Yes",""
"qa/reports/ROADMAP.md","Unknown","QA",1147,052088c71913143f05dad34deede3d52145c32f2842291d1430cc77bfb1886f4,"2026-07-24T22:28:51.210Z","Human","Yes","Yes",""
"qa/reports/SECURITY_PERMISSION_REALITY.md","Unknown","QA",863,6e09dbe416962bac4c33b06d7172a85ca850ee1fa54561397f497829919443a6,"2026-07-24T22:28:51.224Z","Human","Yes","Yes",""
"qa/reports/TOP_IMPROVEMENTS.md","Unknown","QA",1545,a92c5643eb26beaaf7303d9f74492bffcccabf4154fb70dad11cb70d4297cc1d,"2026-07-24T22:28:51.212Z","Human","Yes","Yes",""
"qa/reports/TOP_RISKS.md","Unknown","QA",924,c5d7418f65dbad37fe4a10b58f1430e3e0d7f3c98d3fe96ac090dd997144246b,"2026-07-24T22:28:51.206Z","Human","Yes","Yes",""
"qa/scripts/build-test-matrix.ps1","Unknown","QA",9866,3cba3700ce489d97ee1574d6dd4fb1677fea9d4e3998ea7f7ec5253d1068ad1a,"2026-07-24T22:23:06.488Z","Human","Yes","Yes",""
"qa/scripts/phase0-preserve.ps1","Unknown","QA",4431,c11ccb788795ea3418d762e1b5a467e28ec7f6aa65b34ec3567b86af0186362b,"2026-07-24T21:57:00.440Z","Human","Yes","Yes",""
"qa/scripts/run-critical-regression.ps1","Unknown","QA",7761,c7c5498032855c38eacdce12d2be8e673fa975c4842d5ecef8c2612f8739a9a0,"2026-07-24T22:20:29.509Z","Human","Yes","Yes",""
"qa/tests/browser/browser_qa.cjs","Unknown","QA",19039,ace4186cbbcee3fa7731c9686c4cf1297f35a8b2d370efda062cf27237cfb50c,"2026-07-24T22:13:35.510Z","Human","Yes","Yes",""
"qa/tests/browser/ux_edge_cases.cjs","Unknown","QA",5602,e42da6a9061797959da3bc0b74110127ad7e5fdf8b92a2eeb4836614d96e20f3,"2026-07-24T22:18:23.773Z","Human","Yes","Yes",""
"qa/tests/concurrency/shared_api_qa.mjs","Unknown","QA",9414,963ca614871268e7a4361fe9052443cc88fd68e193ac9c6c390b7903fb5c4452,"2026-07-24T22:01:21.157Z","Human","Yes","Yes",""
"qa/tests/concurrency_simulator.ps1","Unknown","QA",1510,88ebb6ffdb3843c63a577ed8c17b39bac68bd414e7fd3c9c6f7992f856406f9d,"2026-07-25T16:20:33.292Z","Human","Yes","Yes",""
"qa/tests/fixtures/generate_image_fixtures.py","Unknown","QA",1989,a35a5128c4ff6d1e50445380b736ab2bf36f1e723246f1d49e0c00d255c37db4,"2026-07-24T22:00:13.445Z","Human","Yes","Yes",""
"qa/tests/fixtures/image-fixtures.json","Unknown","QA",777,f9a061b8ed6a204b62ccbe6cf4720883ed969e4f3a311a95890a8d241be3eaa3,"2026-07-24T22:00:19.627Z","Human","Yes","Yes",""
"qa/tests/fixtures/mechlex-qa-10mb.png","Unknown","QA",10485760,d8c479d6966b0948b5b7850e7828f94b5c2397c683b2101e53de9be214fc8e6a,"2026-07-24T22:00:19.582Z","Human","Yes","Yes",""
"qa/tests/fixtures/mechlex-qa-15mb.png","Unknown","QA",15728640,4e0e8a3c5b5b7c41644b2553c40eb424260af883d980e6d10ee8247ec681f8d7,"2026-07-24T22:00:19.625Z","Human","Yes","Yes",""
"qa/tests/fixtures/mechlex-qa-1mb.png","Unknown","QA",1048576,d446a8acf9214f5d3445bbb30b65e55cfe07a5aa046a722b9645a2e29c7d7c3d,"2026-07-24T22:00:19.490Z","Human","Yes","Yes",""
"qa/tests/fixtures/mechlex-qa-3mb.png","Unknown","QA",3145728,185ff123ad54cf15e3c95a75256f7b6ffa56320cfc8ca3934f51f95f3354c964,"2026-07-24T22:00:19.502Z","Human","Yes","Yes",""
"qa/tests/fixtures/mechlex-qa-5mb.png","Unknown","QA",5242880,6ddbff259c06b376242725c5fdec149476d0dc8c716fe1a5bd4719f04a977f29,"2026-07-24T22:00:19.524Z","Human","Yes","Yes",""
"qa/tests/fixtures/mechlex-qa-8mb.png","Unknown","QA",8388608,5b12468fd6d53f159d26763651c205682e5df08f04274201ef8e4ac88e60d6b1,"2026-07-24T22:00:19.555Z","Human","Yes","Yes",""
"qa/tests/fixtures/mechlex-qa-corrupt.png","Unknown","QA",29,895622e8ffffd1d4bc533e9736a9aa13315648407f739ad1cebdb693740a939c,"2026-07-24T22:00:19.627Z","Human","Yes","Yes",""
"qa/tests/integration/static_audit.mjs","Unknown","QA",5556,219d1f4dd7d113a84a133da6d39420dbc780f10af72d21cc917f542bd39d7baa,"2026-07-24T22:19:21.272Z","Human","Yes","Yes",""
"qa/tests/performance/image_capacity_api.mjs","Unknown","QA",4932,23eeb1c593e5f33a8f1cacb7ce99c6948588f48b8ed6dd7ac01905abe6df7a1a,"2026-07-24T22:15:14.072Z","Human","Yes","Yes",""
